index,ID,STATION_NAME,PROV_TERR,REGIONAL_OFFICE_ID,HYD_STATUS,LATITUDE,LONGITUDE,DRAINAGE_AREA_GROSS_KM2,PROV_TERR_ID
604,02LE025,KIAMIKA (RIVIERE) A CHUTE-SAINT-PHILIPPE,QC,6,A,46.6511116027832,-75.24221801757812,883.0,QC02LE025
605,02LF002,LIEVRE (RIVIERE DU) AU LAC DU POISSON BLANC,QC,6,A,46.10139083862305,-75.64861297607422,7670.0,QC02LF002
606,02LG005,GATINEAU (RIVIERE) AUX RAPIDES CEIZUR,QC,6,A,47.08361053466797,-75.75360870361328,6840.0,QC02LG005
607,02LH029,TRENTE ET UN MILLES (LAC DES) AU BARRAGE,QC,6,A,46.2761116027832,-75.80388641357422,337.0,QC02LH029
608,02LH032,PICANOC (RIVIÈRE) SUR LE CHEMIN DU CAYAMAN À GRACEFIELD,QC,6,A,46.07794189453125,-76.06941223144531,1290.0,QC02LH032
609,02LH033,DÉSERT (RIVIÈRE) SUR LE CHEMIN LYTTON EN AMONT DE LA CHUTE ROUGE,QC,6,A,46.58990097045898,-76.04139709472656,1679.0,QC02LH033
610,02MA001,LYNDHURST CREEK AT LYNDHURST,ON,5,A,44.54610824584961,-76.12332916259766,271.0,ON02MA001
611,02MB006,LYN CREEK NEAR LYN,ON,5,A,44.525001525878906,-75.80528259277344,107.0,ON02MB006
612,02MB007,ST. LAWRENCE RIVER AT BROCKVILLE,ON,5,A,44.586891174316406,-75.68199920654297,,ON02MB007
613,02MB008,ST. LAWRENCE RIVER AT IROQUOIS ISLAND (ABOVE),ON,5,A,44.82231140136719,-75.3209228515625,,ON02MB008
614,02MB010,BUELLS CREEK AT BROCKVILLE,ON,5,A,44.58568954467773,-75.69178009033203,52.79999923706055,ON02MB010
615,02MC001,RAISIN RIVER NEAR WILLIAMSTOWN,ON,5,A,45.15547180175781,-74.63813781738281,404.0,ON02MC001
616,02MC005,SAINT-LAURENT (FLEUVE) A POINTE-DES-CASCADES,QC,6,A,45.33443832397461,-73.96211242675781,,QC02MC005
617,02MC022,ST. LAWRENCE RIVER BELOW CORNWALL CANAL,ON,5,A,45.01472091674805,-74.71150207519531,,ON02MC022
618,02MC023,ST. LAWRENCE RIVER AT SUMMERSTOWN,ON,5,A,45.059940338134766,-74.55410766601562,,ON02MC023
619,02MC026,RIVIERE BEAUDETTE NEAR GLEN NEVIS,ON,5,A,45.27328109741211,-74.49385833740234,124.0,ON02MC026
620,02MC027,RAISIN RIVER AT BLACK RIVER,ON,5,A,45.08060836791992,-74.86805725097656,129.0,ON02MC027
621,02MC028,RIVIERE DELISLE NEAR ALEXANDRIA,ON,5,A,45.32707977294922,-74.64385986328125,85.4000015258789,ON02MC028
622,02MC030,SOUTH RAISIN RIVER NEAR CORNWALL,ON,5,A,45.048828125,-74.77056121826172,25.799999237060547,ON02MC030
623,02MC036,RIVIERE DELISLE NEAR GLEN NORMAN,ON,5,A,45.31710815429688,-74.601806640625,159.0,ON02MC036
624,02MC037,GARRY RIVER NEAR ALEXANDRIA,ON,5,A,45.30646896362305,-74.63800048828125,0.4399999976158142,ON02MC037
625,02ND003,VERMILLON (RIVIERE) EN AVAL DE LA RIVIERE DES PRAIRIES,QC,6,A,47.6763916015625,-73.04277801513672,2640.0,QC02ND003
626,02NE011,"CROCHE (RIVIERE) À 2,6 KM EN AVAL DU RUISSEAU CHANGY",QC,6,A,47.76721954345703,-72.7366714477539,1570.0,QC02NE011
627,02NF003,MATAWIN (RIVIERE) A SAINT-MICHEL-DES-SAINTS,QC,6,A,46.685829162597656,-73.91416931152344,1390.0,QC02NF003
628,02NG019,PILES (LAC DES) À 50 MÈTRES EN AMONT DU BARRAGE,QC,6,A,46.659400939941406,-72.77410125732422,16.0,QC02NG019
629,02OA003,MILLE ILES (RIVIERE DES) A BOIS-DES-FILION,QC,6,A,45.66294097900391,-73.75215911865234,,QC02OA003
630,02OA004,PRAIRIES (RIVIERE DES) AU RAPIDE DU CHEVAL BLANC,QC,6,A,45.51832962036133,-73.84249877929688,146000.0,QC02OA004
631,02OA013,OUTAOUAIS (RIVIERE DES) A SAINTE-ANNE-DE-BELLEVUE,QC,6,A,45.4046516418457,-73.9566421508789,,QC02OA013
632,02OA016,SAINT-LAURENT (FLEUVE) A LASALLE,QC,6,A,45.41500854492188,-73.62316131591797,,QC02OA016
633,02OA033,OUTAOUAIS (RIVIERE DES) A LA MARINA DE SAINTE-ANNE-DE-BELLEVUE,QC,6,A,45.402488708496094,-73.94879150390625,,QC02OA033
634,02OA039,SAINT-LOUIS (LAC) A POINTE-CLAIRE,QC,6,A,45.42768096923828,-73.8206787109375,,QC02OA039
635,02OA041,SAINT-LAURENT (FLEUVE) A LA PRAIRIE,QC,6,A,45.46485900878906,-73.505859375,,QC02OA041
636,02OA054,CHATEAUGUAY (RIVIERE) À 2 KM EN AMONT DU PONT-ROUTE 132,QC,6,A,45.331939697265625,-73.7619400024414,2490.0,QC02OA054
637,02OA057,"ANGLAIS (RIVIERE DES) À 1,1 KM EN AVAL DU PONT-ROUTE À TRÈS-SAINT-SACREMENT",QC,6,A,45.17499923706055,-73.84500122070312,643.0,QC02OA057
638,02OA088,MILLE-ILES (RIVIERE DES) AU BARRAGE DE TERREBONNE,QC,6,A,45.69306182861328,-73.6494369506836,146000.0,QC02OA088
639,02OA094,MILLE ÎLES (RIVIÈRE DES) À BARRAGE DU GRAND-MOULIN ,QC,6,A,45.533199310302734,-73.88240051269531,146000.0,QC02OA094
640,02OA095,MILLE-ÎLES (RIVIÈRE DES)  EN AVAL DU BARRAGE GRAND-MOULIN À DEUX-MONTAGNES,QC,6,A,45.533199310302734,-73.88240051269531,146000.0,QC02OA095
641,02OA102,DES MILLES-ILES (RIVIERE) A L'USINE DE POMPAGE A DEUX-MONTAGNES,QC,6,A,45.54056167602539,-73.88667297363281,146000.0,QC02OA102
642,02OA105,DEUX MONTAGNES (LAC DES) A POINTE-CALUMET,QC,6,A,45.48917007446289,-73.97860717773438,146000.0,QC02OA105
643,02OA107,OUTAOUAIS (RIVIERE DES) A TERRASSE-VAUDREUIL,QC,6,A,45.38906097412109,-73.99810791015625,,QC02OA107
644,02OA108,CHÂTEAUGUAY (RIVIÈRE) À HUNTINGDON,QC,6,A,45.087100982666016,-74.1718978881836,1060.0,QC02OA108
645,02OB008,L'ASSOMPTION (RIVIERE) AU PONT-ROUTE 158 À JOLIETTE,QC,6,A,46.01028060913086,-73.42749786376953,1340.0,QC02OB008
646,02OB011,SAINT-LAURENT (FLEUVE) A LANORAIE,QC,6,A,45.95941162109375,-73.21459197998047,,QC02OB011
647,02OB017,OUAREAU (RIVIERE) AUX CHUTES DORWIN,QC,6,A,46.02999877929688,-73.70527648925781,1270.0,QC02OB017
648,02OB032,NOIRE (RIVIERE) A SAINTE EMELIE DE L'ENERGIE,QC,6,A,46.33943939208984,-73.65193939208984,190.0,QC02OB032
649,02OB037,ACHIGAN (RIVIERE DE L') A L'EPIPHANIE,QC,6,A,45.84638977050781,-73.49305725097656,647.0,QC02OB037
650,02OC002,MASKINONGE (RIVIERE) AU PONT DU C.N. PRÈS DE SAINTE-URSULE,QC,6,A,46.30110931396485,-73.09667205810547,1030.0,QC02OC002
651,02OC004,"LOUP (RIVIERE DU) À 0,3 KM EN AVAL DU RUISSEAU CARUFEL",QC,6,A,46.60055923461914,-73.18639373779297,774.0,QC02OC004
652,02OC006,MASKINONGE (RIVIERE) AU BARRAGE DE SAINT-DIDACE,QC,6,A,46.32917022705078,-73.27777862548828,836.0,QC02OC006
653,02OC007,MASKINONGE (LAC) A SAINT GABRIEL DE BRANDON,QC,6,A,46.32500076293945,-73.39167022705078,754.0,QC02OC007
654,02OC021,MASTIGOUCHE (RIVIERE) EN AVAL DU LAC SAINTE-ROSE,QC,6,A,46.43999862670898,-73.461669921875,186.0,QC02OC021
655,02OD001,NICOLET SUD-OUEST (RIVIERE) PRES D'ASBESTOS,QC,6,A,45.79167175292969,-71.96916961669922,549.0,QC02OD001
656,02OD003,"NICOLET (RIVIERE) À 5,8 KM EN AVAL DE LA RIVIERE BULSTRODE",QC,6,A,46.05638885498047,-72.30638885498047,1540.0,QC02OD003
657,02OD009,BEAUDET (RÉSERVOIR) À VICTORIAVILLE,QC,6,A,46.06999969482422,-71.97693634033203,338.0,QC02OD009
658,02OD010,BULSTRODE (RIVIERE) A SAINT-VALERE-1,QC,6,A,46.06999969482422,-71.97888946533203,342.0,QC02OD010
659,02OE001,"SAINT-FRANCOIS (RIVIERE) À 0,6 KM EN AVAL DU BARRAGE JULES-ALLARD",QC,6,A,45.94083023071289,-71.28111267089844,1230.0,QC02OE001
660,02OE005,SAINT-FRANCOIS (RIVIERE) A SHERBROOKE,QC,6,A,45.40306091308594,-71.88722229003906,7930.0,QC02OE005
661,02OE012,MEMPHREMAGOG (LAC) A MAGOG,QC,6,A,45.267539978027344,-72.1614990234375,,QC02OE012
662,02OE019,"MASSAWAPPI (RIVIERE) À 1,6 KM EN AVAL DU LAC MASSAWIPPI",QC,6,A,45.2841682434082,-71.9625015258789,610.0,QC02OE019
663,02OE022,"COATICOOK (RIVIERE) À 1,3 KM EN AVAL DU PONT-ROUTE 143 À WATERVILLE",QC,6,A,45.28499984741211,-71.8994369506836,521.0,QC02OE022
664,02OE024,SAINT-FRANCOIS (RIVIERE) AU RESERVOIR SAINT-FRANCOIS,QC,6,A,45.94499969482422,-71.27832794189453,1200.0,QC02OE024
665,02OE025,SAINT-FRANCOIS (RIVIERE) AU RESERVOIR AYLMER A WEEDON,QC,6,A,45.76028060913086,-71.40638732910156,1710.0,QC02OE025
666,02OE027,EATON (RIVIERE) PRES DE LA RIVIERE SAINT-FRANCOIS-3,QC,6,A,45.46722030639648,-71.65528106689453,642.0,QC02OE027
667,02OE032,"SAUMON (RIVIERE AU) À 1,9 KM EN AMONT DE LA MOFFAT",QC,6,A,45.58055877685547,-71.38667297363281,738.0,QC02OE032
668,02OE040,COATICOOK (RIVIERE) EN AMONT DU PONT A WATERVILLE,QC,6,A,45.2783317565918,-71.8902816772461,515.0,QC02OE040
669,02OE045,MASSAWIPPI (LAC) A NORTH HATLEY,QC,6,A,45.27582931518555,-71.97416687011719,606.0,QC02OE045
670,02OE062,"SAINT-FRANCOIS (RIVIERE) À 0,5 KM EN AVAL DE LA CENTRALE WEEDON",QC,6,A,45.65861129760742,-71.46861267089844,2930.0,QC02OE062
671,02OE066,LOUISE (LAC) À WEEDON,QC,6,A,45.73749923706055,-71.42166900634766,1860.0,QC02OE066
672,02OE070,"SAINT-FRANCOIS (RIVIERE) À 0,1 KM EN AVAL DU BARRAGE AYLMER",QC,6,A,45.75971984863281,-71.40693664550781,1730.0,QC02OE070
673,02OE072,AYLMER (LAC ) AU QUAI DE LA MUNICAPALITÉ DE STRATFORD,QC,6,A,45.80630111694336,-71.32599639892578,1730.0,QC02OE072
674,02OE073,LYSTER (LAC) AU BARRAGE À COATICOOK,QC,6,A,45.036399841308594,-71.91179656982422,12.0,QC02OE073
675,02OF015,BROMPTON (LAC)  À SAINT-DENIS-DE-BROMPTON,QC,6,A,45.462501525878906,-72.13333129882812,138.0,QC02OF015
676,02OF023,STUKELY (LAC) À ORFORD,QC,6,A,45.394439697265625,-72.23056030273438,19.299999237060547,QC02OF023
677,02OG002,YAMASKA (RIVIERE) À FARNHAM,QC,6,A,45.282501220703125,-72.96582794189453,1230.0,QC02OG002
678,02OG007,YAMASKA NORD (RIVIERE) A VAL-SHEFFORD,QC,6,A,45.415828704833984,-72.62222290039062,139.0,QC02OG007
679,02OG009,YAMASKA NORD (RIVIERE) AU RESERVOIR CHOINIERE,QC,6,A,45.41917037963867,-72.625,151.0,QC02OG009
680,02OG014,YAMASKA SUD-EST (RIVIERE) AU PONT-ROUTE 202 À COWANSVILLE,QC,6,A,45.206668853759766,-72.74806213378906,209.0,QC02OG014
681,02OG019,"NOIRE (RIVIERE) À 7,6 KM DE LA YAMASKA",QC,6,A,45.49972152709961,-72.90638732910156,1490.0,QC02OG019
682,02OG026,DAVID (RIVIERE) AU PONT-ROUTE À SAINT-DAVID,QC,6,A,45.953609466552734,-72.85944366455078,316.0,QC02OG026
683,02OG038,WATERLOO (LAC) A WATERLOO,QC,6,A,45.337501525878906,-72.51667022705078,30.5,QC02OG038
684,02OG042,"YAMASKA NORD (RIVIERE) À 2,4 KM EN AMONT DE L'AUTOROUTE 10",QC,6,A,45.36444091796875,-72.78443908691406,235.0,QC02OG042
685,02OG044,WATERLOO (LAC) EN AMONT DU BARRAGE,QC,6,A,45.35055923461914,-72.51667022705078,30.5,QC02OG044
686,02OG045,"YAMASKA NORD (RIVIERE) À 0,1 KM EN AVAL DU BARRAGE DU LAC WATERLOO",QC,6,A,45.34944152832031,-72.51555633544922,30.5,QC02OG045
687,02OG047,"YAMASKA (RIVIERE) À 1,8 KM EN AVAL DU BARRAGE À SAINT-HYACINTHE",QC,6,A,45.62194061279297,-72.93611145019531,3330.0,QC02OG047
688,02OH001,CHAMPLAIN (LAC) A PHILIPSBURG,QC,6,A,45.039798736572266,-73.07965087890625,,QC02OH001
689,02OH012,"MORPIONS (RIVIÈRE) À 3,1 KM EN AMONT DE LA RIVIÈRE AUX BROCHETS",QC,6,A,45.19839859008789,-73.03279876708984,95.0,QC02OH012
690,02OJ007,RICHELIEU (RIVIERE) AUX RAPIDES FRYERS,QC,6,A,45.39847183227539,-73.25843811035156,22000.0,QC02OJ007
691,02OJ016,RICHELIEU (RIVIERE) A LA MARINA DE SAINT-JEAN,QC,6,A,45.30231094360352,-73.2501220703125,,QC02OJ016
692,02OJ024,HURONS (RIVIERE DES) EN AVAL DU RUISSEAU SAINT-LOUIS-2,QC,6,A,45.49028015136719,-73.18694305419922,309.0,QC02OJ024
693,02OJ026,L'ACADIE (RIVIERE) PRES DE L'AUTOROUTE NO. 10,QC,6,A,45.38972091674805,-73.3708267211914,345.0,QC02OJ026
694,02PA007,"BATISCAN (RIVIERE) À 3,4 KM EN AVAL DE LA RIVIÈRE DES ENVIES",QC,6,A,46.58361053466797,-72.40471649169922,4480.0,QC02PA007
695,02PB006,SAINTE-ANNE (RIVIERE) (BRAS DU NORD DE LA) EN AMONT,QC,6,A,46.9716682434082,-71.85443878173828,642.0,QC02PB006
696,02PB019,"SAINTE-ANNE (RIVIERE) À 1,3 KM EN AVAL DU BARRAGE À CHUTE-PANET",QC,6,A,46.85277938842773,-71.87750244140625,1550.0,QC02PB019
697,02PC002,JACQUES-CARTIER (RIVIERE) EN AVAL DU PONT DU CHEMIN GOSFORD,QC,6,A,46.88972091674805,-71.5272216796875,2010.0,QC02PC002
698,02PC010,"ONTARITZI (RIVIÈRE) À 0,2 KM EN AVAL DU BARRAGE DU LAC SAINT-JOSEPH",QC,6,A,46.86750030517578,-71.63944244384766,213.0,QC02PC010
699,02PC011,PINS (RIVIERE AUX) AU LAC SAINT-JOSEPH,QC,6,A,46.86777877807617,-71.64083099365234,213.0,QC02PC011
700,02PC017,"PORTNEUF (RIVIÈRE) À 7,5 KM DE SON EMBOUCHURE",QC,6,A,46.72774887084961,-71.84104919433594,331.0,QC02PC017
701,02PC018,DECHARGE DU LAC CLAIR,QC,6,A,46.96443939208984,-71.66806030273438,1.6799999475479126,QC02PC018
702,02PC019,AUX POMMES  (RIVIERE) A 1.6KM EN AVAL DE LA NOIRE,QC,6,A,46.695831298828125,-71.68888854980469,102.0,QC02PC019
703,02PD002,"MONTMORENCY (RIVIERE) À 0,6 KM EN AVAL DU BARRAGE DES MARCHES NATURELLES",QC,6,A,46.894168853759766,-71.1513900756836,1100.0,QC02PD002
704,02PD004,MONTMORENCY (RIVIERE) EN AMONT DE LA RIVIERE BLANCHE,QC,6,A,47.25917053222656,-71.1369400024414,269.0,QC02PD004
705,02PD010,"SAINT-CHARLES (RIVIERE) À 0,8 KM  EN AMONT DE LA RIVIERE LORETTE",QC,6,A,46.81417083740234,-71.31749725341797,357.0,QC02PD010
706,02PD012,EAUX VOLEES (RUISSEAU DES) EN AMONT DU CHEMIN DU BELVÉDÈRE,QC,6,A,47.271671295166016,-71.16139221191406,3.940000057220459,QC02PD012
707,02PD013,EAUX VOLEES (RUISSEAU DES) PRES DE LA RIVIERE MONTMORENCY,QC,6,A,47.27082824707031,-71.13777923583984,9.170000076293944,QC02PD013
708,02PD014,AULNAIES OUEST (RUISSEAU DES) EN AMONT DU CHEMIN DU BELVÉDÈRE,QC,6,A,47.2894401550293,-71.16166687011719,1.2200000286102295,QC02PD014
709,02PD015,AULNAIES (RUISSEAU DES) PRES DU RUISSEAU DES EAUX VOLEES,QC,6,A,47.272499084472656,-71.16082763671875,3.569999933242798,QC02PD015
710,02PE014,DAUPHINE (RIVIERE) À L' ÎLE D'ORLÉANS,QC,6,A,46.96667098999024,-70.85639190673828,24.899999618530277,QC02PE014
711,02PF001,MALBAIE (RIVIERE) A CLERMONT,QC,6,A,47.69417190551758,-70.2169418334961,1700.0,QC02PF001
712,02PG001,"LOUP (RIVIERE DU) À 0,6 KM EN AMONT DU PONT-ROUTE 185",QC,6,A,47.8224983215332,-69.52056121826172,1050.0,QC02PG001
713,02PG003,"FOURCHUE (RIVIERE) À 0,2 KM EN AVAL DU BARRAGE MORIN",QC,6,A,47.65082931518555,-69.51277923583984,261.0,QC02PG003
714,02PG006,LOUP (RIVIERE DU) A SAINT-JOSEPH-DE-KAMOURASKA,QC,6,A,47.61249923706055,-69.64582824707031,525.0,QC02PG006
715,02PG009,FOURCHUE (RIVIERE) AU RESERVOIR MORIN,QC,6,A,47.64944076538086,-69.51167297363281,261.0,QC02PG009
716,02PG022,OUELLE (RIVIERE) PRES DE SAINT-GABRIEL-DE-KAMOURASKA,QC,6,A,47.38111114501953,-69.95806121826172,795.0,QC02PG022
717,02PG023,KAMOURASKA (RIVIÈRE) AU PONT DU RANG DE L'EMBARRAS,QC,6,A,47.53269958496094,-69.84929656982422,215.0,QC02PG023
718,02PH010,"DU SUD (RIVIÈRE) À 1,0 KM EN AMONT DU PONT-ROUTE À ARTHURVILLE",QC,6,A,46.820560455322266,-70.75694274902344,821.0,QC02PH010
719,02PH011,ETCHEMIN (RIVIERE) AU PONT-ROUTE 173 À SAINT-HENRI-DE-LÉVIS,QC,6,A,46.69110870361328,-71.06889343261719,1160.0,QC02PH011
720,02PH012,BOYER SUD (RIVIERE) AU PONT-ROUTE DU RANG GRANDE GRILLADE,QC,6,A,46.7075309753418,-70.96053314208984,61.900001525878906,QC02PH012
721,02PH014,"BOYER (RIVIÈRE) À 0,1 KM EN AVAL DU PONT DE TRAIN À SAINT-CHARLES DE BELLECHASSE",QC,6,A,46.815799713134766,-70.90059661865234,195.0,QC02PH014
722,02PJ001,MEGANTIC (LAC) A MEGANTIC,QC,6,A,45.5736083984375,-70.88500213623047,775.0,QC02PJ001
723,02PJ005,CHAUDIERE (RIVIERE) AU PONT-ROUTE 218 À SAINT-LAMBERT-DE-LAUZON,QC,6,A,46.5877799987793,-71.21639251708984,5820.0,QC02PJ005
724,02PJ007,BEAURIVAGE (RIVIERE) A SAINTE-ETIENNE,QC,6,A,46.6591682434082,-71.28861236572266,709.0,QC02PJ007
725,02PJ012,CHAUDIERE (RIVIERE) EN AVAL DU BARRAGE A MEGANTIC,QC,6,A,45.57389068603516,-70.88056182861328,775.0,QC02PJ012
726,02PJ014,CHAUDIERE (RIVIERE) EN AVAL DU BARRAGE SARTIGAN,QC,6,A,46.0977783203125,-70.65611267089844,3070.0,QC02PJ014
727,02PJ030,FAMINE (RIVIERE) A SAINT-GEORGES,QC,6,A,46.16416931152344,-70.63971710205078,691.0,QC02PJ030
728,02PJ034,"BRAS D'HENRI (RIVIÈRE) À 2,3 KM DE LA BEAURIVAGE",QC,6,A,46.54027938842773,-71.3388900756836,137.0,QC02PJ034
729,02PK009,DU CHENE (PETITE RIVIÈRE) À 250 M DU PONT-ROUTE 265 A DESCHAILLONS,QC,6,A,46.54056167602539,-72.09343719482422,385.0,QC02PK009
730,02PL005,"BECANCOUR (RIVIERE) À 2,1 KM EN AMONT DE LA RIVIÈRE PALMER",QC,6,A,46.30611038208008,-71.4513931274414,919.0,QC02PL005
731,02PL015,BOURBON (RIVIÈRE) SUR LE 11IE RANG À PLESSISVILLE,QC,6,A,46.18399810791016,-71.75420379638672,50.0,QC02PL015
732,02PL016,BÉCANCOUR (RIVIÈRE) À 6 KM  EN AVAL DU PONT DE L'AUTOROUTE 20,QC,6,A,46.19900131225586,-72.09819793701172,2171.0,QC02PL016
733,02QA001,"TROIS PISTOLES (RIVIERE DES) À 2,1 KM EN AMONT DU PONT-ROUTE 132",QC,6,A,48.089168548583984,-69.1963882446289,932.0,QC02QA001
734,02QA002,"RIMOUSKI (RIVIERE) À 3,7 KM EN AMONT DU PONT-ROUTE 132",QC,6,A,48.413330078125,-68.55610656738281,1610.0,QC02QA002
735,02QA036,"NEIGETTE (PETITE RIVIÈRE) À 0,5 KM EN AVAL  DU LAC À LA PEINTURE",QC,6,A,48.419700622558594,-68.3561019897461,95.0,QC02QA036
736,02QB001,"MATANE (RIVIERE) À 8,5 KM EN AMONT DU PONT-ROUTE 132 À MATANE",QC,6,A,48.77471923828125,-67.54193878173828,1650.0,QC02QB001
737,02QB005,"BLANCHE (RIVIERE) À 3,5 KM EN AMONT DU PONT-ROUTE 132",QC,6,A,48.76667022705078,-67.66610717773438,208.0,QC02QB005
738,02QB008,MATANE (RIVIERE) AU BARRAGE MATHIEU-D'AMOURS,QC,6,A,48.845829010009766,-67.53111267089844,1690.0,QC02QB008
739,02QC009,"SAINTE-ANNE (RIVIERE) À 9,7 KM EN AMONT DU PONT-ROUTE 132",QC,6,A,49.05889129638672,-66.4866714477539,774.0,QC02QC009
740,02RC011,PERIBONCA (PETITE RIVIERE),QC,6,A,48.81417083740234,-72.04778289794922,1090.0,QC02RC011
741,02RD003,MISTASSINI (RIVIERE) EN AMONT DE LA RIVIERE MISTASSIBI,QC,6,A,48.88777923583984,-72.26361083984375,9870.0,QC02RD003
742,02RD007,MISTASSIBI (RIVIÈRE) EN AMONT DE LA CHUTE BOUCHARD,QC,6,A,48.942501068115234,-72.17259979248047,8743.0,QC02RD007
743,02RF001,ASHUAPMUSHUAN (RIVIERE) À LA TÊTE DE LA CHUTE AUX SAUMONS,QC,6,A,48.6863899230957,-72.4880599975586,15300.0,QC02RF001
744,02RF009,SAUMONS (RIVIERE AUX) PRES DE L'EMBOUCHURE,QC,6,A,48.68360900878906,-72.5138931274414,585.0,QC02RF009
745,02RG005,METABETCHOUANE (RIVIERE) EN AMONT DE LA CENTRALE S.R.P.C.,QC,6,A,48.375,-71.99360656738281,2280.0,QC02RG005
746,02RG007,OUIATCHOUANE (RIVIERE) AU RESERVOIR DES COMMISSAIRES,QC,6,A,48.2016716003418,-72.24305725097656,562.0,QC02RG007
747,02RG008,OUIATCHOUANE (RIVIERE) EN AVAL DU BARRAGE DE LAC DES COMMISSAIRES,QC,6,A,48.20610809326172,-72.2388916015625,562.0,QC02RG008
748,02RG020,SAINT-JEAN (LAC) À ROBERVAL (PRÈS DU CENTRE AQUATIQUE),QC,6,A,48.52777862548828,-72.22306060791016,71584.0,QC02RG020
749,02RH002,CHICOUTIMI (RIVIERE) AU RESERVOIR KENOGAMI,QC,6,A,48.30971908569336,-71.21221923828125,3990.0,QC02RH002
750,02RH014,SABLES (RIVIERE AUX) AU RESERVOIR KENOGAMI,QC,6,A,48.36027908325195,-71.27693939208984,3390.0,QC02RH014
751,02RH015,CHICOUTIMI (RIVIERE) EN AVAL DU BARRAGE PORTAGE DES ROCHES,QC,6,A,48.30416870117188,-71.19444274902344,3390.0,QC02RH015
752,02RH027,PIKAUBA (RIVIERE) EN AMONT DE LA RIVIERE APICA,QC,6,A,47.94110870361328,-71.38194274902344,495.0,QC02RH027
753,02RH035,ÉCORCES (RIVIERE AUX) EN AMONT DU PONT-ROUTE 169,QC,6,A,48.182220458984375,-71.64527893066406,1110.0,QC02RH035
754,02RH045,"VALIN (RIVIERE) À 3,5 KM DE L'EMBOUCHURE",QC,6,A,48.4888916015625,-70.97416687011719,746.0,QC02RH045
755,02RH065,BELLE RIVIERE (RIVIERE) EN AMONT DU RUISSEAU DES AULNAIES,QC,6,A,48.41416931152344,-71.7074966430664,322.0,QC02RH065
756,02RH066,CYRIAC (RIVIERE) A 9KM EN AMONT DE SON EMBOUCHURE,QC,6,A,48.23527908325195,-71.28971862792969,355.0,QC02RH066
757,02RH067,PETIT SAGUENAY (RIVIERE) A 1 KM DU RUISSEAU DECHARGE DU LAC DAVID,QC,6,A,48.09305953979492,-70.02916717529297,441.0,QC02RH067
758,02RH071,"PIKAUBA (RIVIÈRE) À 3,6 KM DE L'EMBOUCHURE",QC,6,A,48.30590057373047,-71.44059753417969,2640.0,QC02RH071
759,02RH072,SABLES (RIVIÈRE AUX) À SAGUENAY,QC,6,A,48.37189865112305,-71.2844009399414,3390.0,QC02RH072
760,02RH073,"SAINTE-MARGUERITE NORD-EST (RIVIÈRE) À 1,7 KM DE LA RIVIÈRE SAINTE-MARGUERITE",QC,6,A,48.26919937133789,-69.90859985351562,1100.0,QC02RH073
761,02SC005,"ESCOUMINS (RIVIERE DES) À 9,0 KM DE SON EMBOUCHURE",QC,6,A,48.37083053588867,-69.47222137451172,767.0,QC02SC005
762,02UA003,"GODBOUT (RIVIERE) À 1,6 KM EN AMONT DU PONT-ROUTE 138",QC,6,A,49.33055877685547,-67.65583038330078,1570.0,QC02UA003
763,02UC002,"MOISIE (RIVIERE) À 5,1 KM EN AMONT DU PONT DU Q.N.S.L.R.",QC,6,A,50.35028076171875,-66.19027709960938,19000.0,QC02UC002
764,02VB004,MAGPIE (RIVIERE) A LA SORTIE DU LAC MAGPIE,QC,6,A,50.685829162597656,-64.5808334350586,7230.0,QC02VB004
765,02WB003,"NATASHQUAN (RIVIERE) À 0,6 KM EN AVAL DE LA DÉCHARGE DU LAC ALIESTE",QC,6,A,50.42721939086914,-61.7136116027832,15600.0,QC02WB003
766,02XA003,LITTLE MECATINA RIVER ABOVE LAC FOURMONT,NL,7,A,52.22980880737305,-61.31694030761719,4540.0,NL02XA003
767,02XA008,"PETIT MECATINA (RIVIERE DU) À 1,0 KM EN AMONT DE LA NÉTAGAMIOU",QC,6,A,50.68056106567383,-59.5888900756836,19191.0,QC02XA008
768,02XC001,"SAINT-PAUL (RIVIERE) À 0,5 KM DU RUISSEAU CHANION",QC,6,A,51.772499084472656,-57.59999847412109,6630.0,QC02XC001
769,02YA002,BARTLETTS RIVER NEAR ST. ANTHONY,NL,7,A,51.44921875,-55.64125061035156,33.599998474121094,NL02YA002
770,02YC001,TORRENT RIVER AT BRISTOL'S POOL,NL,7,A,50.60747146606445,-57.151611328125,624.0,NL02YC001
771,02YD002,NORTHEAST BROOK NEAR RODDICKTON,NL,7,A,50.92441940307617,-56.11169052124024,200.0,NL02YD002
772,02YE001,GREAVETT BROOK ABOVE PORTLAND CREEK POND,NL,7,A,50.16231155395508,-57.57752990722656,95.6999969482422,NL02YE001
773,02YF002,CAT ARM RESERVOIR NEAR SPILLWAY,NL,7,A,50.07561111450195,-56.91600036621094,,NL02YF002
774,02YG001,MAIN RIVER AT PARADISE POOL,NL,7,A,49.8106689453125,-57.15942001342773,627.0,NL02YG001
775,02YJ001,HARRYS RIVER BELOW HIGHWAY BRIDGE,NL,7,A,48.575828552246094,-58.362640380859375,640.0,NL02YJ001
776,02YK002,LEWASEECHJEECH BROOK AT LITTLE GRAND LAKE,NL,7,A,48.62202835083008,-57.93310928344727,470.0,NL02YK002
777,02YK005,SHEFFIELD BROOK NEAR TRANS CANADA HIGHWAY,NL,7,A,49.33827972412109,-56.66788864135742,391.0,NL02YK005
